,一句话概括,中文名,电影信息,评价数量,评分
0,真相就在眼前。,电锯惊魂,['\n                            导演: 詹姆斯·温 James Wan\xa0\xa0\xa0主演: 雷·沃纳尔 Leigh Whannell / 加利·艾...'],255729人评价,8.7
0,诺兰就是保证。,蝙蝠侠：黑暗骑士崛起,['\n                            导演: 克里斯托弗·诺兰 Christopher Nolan\xa0\xa0\xa0主演: 克里斯蒂安·贝尔 Christ...'],374301人评价,8.7
0,爱，是个动词。,真爱至上,['\n                            导演: 理查德·柯蒂斯 Richard Curtis\xa0\xa0\xa0主演: 休·格兰特 Hugh Grant / 柯林...'],399990人评价,8.6
0,像吃了苏打饼一样干脆的电影。,谍影重重3,['\n                            导演: 保罗·格林格拉斯 Paul Greengrass\xa0\xa0\xa0主演: 马特·达蒙 Matt Damon / ...'],231681人评价,8.7
0,老少皆宜，这就是好莱坞动画的魅力。,疯狂原始人,['\n                            导演: 科克·德·米科 Kirk De Micco / 克里斯·桑德斯 Chris Sanders\xa0\xa0\xa0主演...'],471746人评价,8.7
0,幸福是生生不息，却难以触及的远。 ,萤火虫之墓,['\n                            导演: 高畑勋 Isao Takahata\xa0\xa0\xa0主演: 辰己努 / 白石绫乃 / 志乃原良子'],250830人评价,8.7
0,中国家庭的喜怒哀乐忍。,喜宴,['\n                            导演: 李安 Ang Lee\xa0\xa0\xa0主演: 赵文瑄 Winston Chao / 郎雄 Sihung Lung / 归亚...'],178040人评价,8.9
0,电影诗。,东邪西毒,['\n                            导演: 王家卫 Kar Wai Wong\xa0\xa0\xa0主演: 张国荣 Leslie Cheung / 林青霞 Brigitte...'],327178人评价,8.6
0,上帝之城+猜火车+阿甘正传+开心辞典=山寨富翁,贫民窟的百万富翁,['\n                            导演: 丹尼·鲍尔 Danny Boyle / 洛芙琳·坦丹 Loveleen Tandan\xa0\xa0\xa0主演: 戴夫...'],467066人评价,8.5
0,英雄泪短，兄弟情长。 ,英雄本色,['\n                            导演: 吴宇森 John Woo\xa0\xa0\xa0主演: 周润发 Yun-Fat Chow / 狄龙 Lung Ti / 张国...'],241063人评价,8.6
0,一个针管引发的血案。,记忆碎片,['\n                            导演: 克里斯托弗·诺兰 Christopher Nolan\xa0\xa0\xa0主演: 盖·皮尔斯 Guy Pearce /...'],345633人评价,8.6
0,黑暗之美。,黑天鹅,['\n                            导演: 达伦·阿罗诺夫斯基 Darren Aronofsky\xa0\xa0\xa0主演: 娜塔莉·波特曼 Natalie...'],509169人评价,8.5
0,我的平常生活就是他人的幸福。,无人知晓,['\n                            导演: 是枝裕和 Hirokazu Koreeda\xa0\xa0\xa0主演: 柳乐优弥 Y?ya Yagira / 北浦爱...'],107634人评价,9.1
0,荒诞讽刺，千奇百巧，抽丝剥茧，百转千回。,心迷宫,['\n                            导演: 忻钰坤 Yukun Xin\xa0\xa0\xa0主演: 霍卫民 Weimin Huo / 王笑天 Xiaotian Wang ...'],246380人评价,8.7
0,爱是摈弃傲慢与偏见之后的曙光。,傲慢与偏见,['\n                            导演: 乔·怀特 Joe Wright\xa0\xa0\xa0主演: 凯拉·奈特莉 Keira Knightley / 马修·...'],386995人评价,8.5
0,生活在自己的世界里，也可以让周围的人显得可笑和渺小。,雨人,['\n                            导演: 巴瑞·莱文森 Barry Levinson\xa0\xa0\xa0主演: 达斯汀·霍夫曼 Dustin Hoffman ...'],248612人评价,8.7
0,优秀的战争片不会美化战场，不会粉饰死亡，不会矮化敌人，不会无视常识，最重要的，不会宣扬战争。,血战钢锯岭,['\n                            导演: 梅尔·吉布森 Mel Gibson\xa0\xa0\xa0主演: 安德鲁·加菲尔德 Andrew Garfield /...'],424171人评价,8.7
0,始于荒诞，止于更荒诞。,荒蛮故事,['\n                            导演: 达米安·斯兹弗隆 Damián Szifron\xa0\xa0\xa0主演: 达里奥·葛兰帝内提 Darío...'],197092人评价,8.8
0,把每天当作最后一天般珍惜度过，积极拥抱生活，就是幸福。,时空恋旅人,['\n                            导演: 理查德·柯蒂斯 Richard Curtis\xa0\xa0\xa0主演: 多姆纳尔·格里森 Domhnall Gl...'],269005人评价,8.7
0,香港浪漫主义警匪动作片的巅峰之作。,纵横四海,['\n                            导演: 吴宇森 John Woo\xa0\xa0\xa0主演: 周润发 Yun-Fat Chow / 张国荣 Leslie Cheung...'],200433人评价,8.7
0,任何信念的力量，都无法改变命运。,教父3,['\n                            导演: 弗朗西斯·福特·科波拉 Francis Ford Coppola\xa0\xa0\xa0主演: 阿尔·帕西诺 A...'],171029人评价,8.8
0,当这个世界闭上双眼，他却敞开了怀抱。,卢旺达饭店,['\n                            导演: 特瑞·乔治 Terry George\xa0\xa0\xa0主演: 唐·钱德尔 Don Cheadle / 苏菲·奥...'],149376人评价,8.9
0,跨度十五年的欢乐与泪水。,玩具总动员3,['\n                            导演: 李·昂克里奇 Lee Unkrich\xa0\xa0\xa0主演: 汤姆·汉克斯 Tom Hanks / 蒂姆·艾...'],242738人评价,8.8
0,Jared Leto的腿比女人还美！,达拉斯买家俱乐部,['\n                            导演: 让-马克·瓦雷 Jean-Marc Vallée\xa0\xa0\xa0主演: 马修·麦康纳 Matthew McCon...'],240806人评价,8.7
0,偷情本没有这样美。,花样年华,['\n                            导演: 王家卫 Kar Wai Wong\xa0\xa0\xa0主演: 梁朝伟 Tony Leung Chiu Wai / 张曼玉 Ma...'],308197人评价,8.6
0,坏人的好总是比好人的好来得更感人。,完美的世界,['\n                            导演: 克林特·伊斯特伍德 Clint Eastwood\xa0\xa0\xa0主演: 凯文·科斯特纳 Kevin Cos...'],107054人评价,9.0
0,我们都有权利不与自己的过去和解。,海边的曼彻斯特,['\n                            导演: 肯尼斯·罗纳根 Kenneth Lonergan\xa0\xa0\xa0主演: 卡西·阿弗莱克 Casey Affle...'],267907人评价,8.6
0,大海啊，不全是水。,海洋,['\n                            导演: 雅克·贝汉 Jacques Perrin / 雅克·克鲁奥德 Jacques Cluzaud\xa0\xa0\xa0主演:...'],111232人评价,9.0
0,永远看不腻的喜剧。,虎口脱险,['\n                            导演: 杰拉尔·乌里 Gérard Oury\xa0\xa0\xa0主演: 路易·德·菲耐斯 Louis de Funès...'],129725人评价,8.9
0,爱情没有那么多借口，如果不能圆满，只能说明爱的不够。 ,恋恋笔记本,['\n                            导演: 尼克·卡索维茨 Nick Cassavetes\xa0\xa0\xa0主演: 瑞恩·高斯林 Ryan Gosling /...'],353942人评价,8.5
0,感情不分食草或者食肉。,你看起来好像很好吃,['\n                            导演: 藤森雅也 Masaya Fujimori\xa0\xa0\xa0主演: 山口胜平 Kappei Yamaguchi / 爱河...'],185233人评价,8.8
0,传奇，不是每个人都可以拥有。,燃情岁月,['\n                            导演: 爱德华·兹威克 Edward Zwick\xa0\xa0\xa0主演: 布拉德·皮特 Brad Pitt / 安东...'],173037人评价,8.7
0,有一些东西不应该被遗忘。,二十二,['\n                            导演: 郭柯 Ke Guo\xa0\xa0\xa0主演: '],147788人评价,8.7
0,愿我们都不用长大，每一座城堡都能永远存在。,头脑特工队,['\n                            导演: 彼特·道格特 Pete Docter / 罗纳尔多·德尔·卡门 Ronaldo Del Carmen\xa0\xa0&nb...'],304672人评价,8.7
0,热血沸腾，那个低俗、性感的无耻混蛋又来了。,被解救的姜戈,['\n                            导演: 昆汀·塔伦蒂诺 Quentin Tarantino\xa0\xa0\xa0主演: 杰米·福克斯 Jamie Foxx /...'],322466人评价,8.6
0,松鼠才是角儿。,冰川时代,['\n                            导演: 卡洛斯·沙尔丹哈 Carlos Saldanha / 克里斯·韦奇 Chris Wedge\xa0\xa0\xa0主演...'],343944人评价,8.5
0,骨灰级歌舞片。,雨中曲,['\n                            导演: 斯坦利·多南 Stanley Donen / 吉恩·凯利 Gene Kelly\xa0\xa0\xa0主演: 吉恩·...'],113643人评价,9.0
0,爱并不需要智商 。,我是山姆,['\n                            导演: 杰茜·尼尔森 Jessie Nelson\xa0\xa0\xa0主演: Sean Penn / Dakota Fanning / Mi...'],135424人评价,8.9
0,迪士尼和皮克斯拿错剧本的产物。,无敌破坏王,['\n                            导演: 瑞奇·莫尔 Rich Moore\xa0\xa0\xa0主演: 约翰·C·赖利 John C. Reilly / 萨拉...'],270609人评价,8.7
0,对爱的执着，可以超越一切。,人工智能,['\n                            导演: 史蒂文·斯皮尔伯格 Steven Spielberg\xa0\xa0\xa0主演: 海利·乔·奥斯蒙 Haley...'],238270人评价,8.6
0,爱上未来的你。 ,穿越时空的少女,['\n                            导演: 细田守 Mamoru Hosoda\xa0\xa0\xa0主演: 仲里依纱 Riisa Naka / 石田卓也 Takuya...'],227453人评价,8.6
0,这个世界从不善待努力的人，努力了也不一定会成功，但是知道自己在努力，就是活下去的动力。,爆裂鼓手,['\n                            导演: 达米恩·查泽雷 Damien Chazelle\xa0\xa0\xa0主演: 迈尔斯·特勒 Miles Teller /...'],296414人评价,8.6
0,中国式内在的美国电影。,魂断蓝桥,['\n                            导演: 茂文·勒鲁瓦 Mervyn LeRoy\xa0\xa0\xa0主演: 费雯·丽 Vivien Leigh / 罗伯特·...'],153935人评价,8.8
0,穿越错位的时空，仰望陨落的星辰，你没留下你的名字，我却无法忘记那句“我爱你”。,你的名字。,['\n                            导演: 新海诚 Makoto Shinkai\xa0\xa0\xa0主演: 神木隆之介 Ry?nosuke Kamiki / 上...'],658204人评价,8.4
0,不可猜的青春迷笛。 ,猜火车,['\n                            导演: 丹尼·博伊尔 Danny Boyle\xa0\xa0\xa0主演: 伊万·麦克格雷格 Ewan McGregor / ...'],289955人评价,8.5
0,好的剧本是，就算你猜到了结局也猜不到全部。,未麻的部屋,['\n                            导演: 今敏 Satoshi Kon\xa0\xa0\xa0主演: 岩男润子 Junko Iwao / 松本梨香 Rica Matsu...'],129645人评价,8.9
0,他给机器起名“克里斯托弗”，因为这是他初恋的名字。,模仿游戏,['\n                            导演: 莫滕·泰杜姆 Morten Tyldum\xa0\xa0\xa0主演: 本尼迪克特·康伯巴奇 Benedict C...'],323292人评价,8.6
0,惠及一生的美丽。,一个叫欧维的男人决定去死,['\n                            导演: 汉内斯·赫尔姆 Hannes Holm\xa0\xa0\xa0主演: 罗夫·拉斯加德 Rolf Lassg?rd...'],170419人评价,8.8
0,人生的N种可能性。,罗生门,['\n                            导演: 黑泽明 Akira Kurosawa\xa0\xa0\xa0主演: 三船敏郎 Toshir? Mifune / 千秋实 ...'],159771人评价,8.7
0,被偷走的岁月，被伤害的生命，被禁锢的灵魂，终将被希望和善意救赎。,房间,['\n                            导演: 伦尼·阿伯拉罕森 Lenny Abrahamson\xa0\xa0\xa0主演: 布丽·拉尔森 Brie Larson...'],204289人评价,8.8
0,来啊，互相伤害啊！,完美陌生人,['\n                            导演: 保罗·格诺维瑟 Paolo Genovese\xa0\xa0\xa0主演: 马可·贾利尼 Marco Giallini ...'],298319人评价,8.5
0,养狗三日，便会对你终其一生。,忠犬八公物语,['\n                            导演: Seijir? K?yama\xa0\xa0\xa0主演: 山本圭 Kei Yamamoto / 井川比佐志 Hisa...'],83934人评价,9.1
0,,三块广告牌,['\n                            导演: 马丁·麦克唐纳 Martin McDonagh\xa0\xa0\xa0主演: 弗兰西斯·麦克多蒙德 France...'],423601人评价,8.7
0,王家卫是一种风格，张国荣是一个代表。,阿飞正传,['\n                            导演: 王家卫 Kar Wai Wong\xa0\xa0\xa0主演: 张国荣 Leslie Cheung / 张曼玉 Maggie C...'],267532人评价,8.5
0,不要企图在重复中寻找已经失去的爱。,恐怖游轮,['\n                            导演: 克里斯托弗·史密斯 Christopher Smith\xa0\xa0\xa0主演: 梅利莎·乔治 Melissa ...'],413328人评价,8.4
0,宫崎骏的电影总让人感觉世界是美好的，阳光明媚的。,魔女宅急便,['\n                            导演: 宫崎骏 Hayao Miyazaki\xa0\xa0\xa0主演: 高山南 Minami Takayama / 佐久间玲 Re...'],250320人评价,8.5
0,一个单凭体香达到高潮的男人。,香水,['\n                            导演: 汤姆·提克威 Tom Tykwer\xa0\xa0\xa0主演: 本·卫肖 Ben Whishaw / 艾伦·瑞克...'],335768人评价,8.4
0,世界离独裁只有五天。,浪潮,['\n                            导演: 丹尼斯·甘塞尔 Dennis Gansel\xa0\xa0\xa0主演: 尤尔根·沃格尔 Jürgen Vogel ...'],161228人评价,8.7
0,当爱情跨越年龄的界限，它似乎能变得更久远一点，成为一种责任，一种水到渠成的相濡以沫。 ,朗读者,['\n                            导演: 史蒂芬·戴德利 Stephen Daldry\xa0\xa0\xa0主演: 凯特·温丝莱特 Kate Winslet ...'],317587人评价,8.5
0,想你时你在闹海。,哪吒闹海,['\n                            导演: 严定宪 Dingxian Yan / 王树忱 Shuchen Wang\xa0\xa0\xa0主演: 梁正晖 Zhenghui ...'],108059人评价,8.9
0,坚硬的信仰。,可可西里,['\n                            导演: 陆川 Chuan Lu\xa0\xa0\xa0主演: 多布杰 Duobujie / 张磊 Lei Zhang / 亓亮 Qi L...'],158283人评价,8.7
0,不得不说，《黑客帝国》系列是商业片与科幻、哲学完美结合的典范。,黑客帝国3：矩阵革命,['\n                            导演: Andy Wachowski / Larry Wachowski\xa0\xa0\xa0主演: 基努·里维斯 Keanu Reeves...'],201150人评价,8.6
0,是枝裕和的家庭习作。,海街日记,['\n                            导演: 是枝裕和 Hirokazu Koreeda\xa0\xa0\xa0主演: 绫濑遥 Haruka Ayase / 长泽雅美 M...'],185262人评价,8.7
0,哗啦啦啦啦，天在下雨，哗啦啦啦啦，云在哭泣……找自己。,谍影重重,['\n                            导演: 道格·里曼 Doug Liman\xa0\xa0\xa0主演: 马特·达蒙 Matt Damon / 弗兰卡·波坦...'],238884人评价,8.5
0,做一颗让别人需要你的棋子。,战争之王,['\n                            导演: 安德鲁·尼科尔 Andrew Niccol\xa0\xa0\xa0主演: 尼古拉斯·凯奇 Nicolas Cage /...'],208106人评价,8.6
0,谁说王家卫镜头很晃？,谍影重重2,['\n                            导演: 保罗·格林格拉斯 Paul Greengrass\xa0\xa0\xa0主演: 马特·达蒙 Matt Damon / ...'],199739人评价,8.6
0,弱者送给弱者的一刀。,牯岭街少年杀人事件,['\n                            导演: 杨德昌 Edward Yang\xa0\xa0\xa0主演: 张震 Chen Chang / 杨静怡 Lisa Yang / 张...'],134822人评价,8.8
0,天使保护事件始末。,地球上的星星,['\n                            导演: 阿米尔·汗 Aamir Khan\xa0\xa0\xa0主演: 达席尔·萨法瑞 Darsheel Safary / 阿...'],108102人评价,8.9
0,只有有信仰的人才能说出事实真相。,一次别离,['\n                            导演: 阿斯哈·法哈蒂  Asghar Farhadi\xa0\xa0\xa0主演: 佩曼·莫阿迪 Peyman Moadi /...'],157801人评价,8.7
0,诺兰的牛逼来源于内心散发出的恐惧。,追随,['\n                            导演: 克里斯托弗·诺兰 Christopher Nolan\xa0\xa0\xa0主演: 杰里米·西奥伯德 Jeremy...'],99857人评价,8.9
0,人生如此，浮生如斯。谁人言，花彼岸，此生情长意短。谁都是不懂爱的罢了。,青蛇,['\n                            导演: 徐克 Hark Tsui\xa0\xa0\xa0主演: 张曼玉 Maggie Cheung / 王祖贤 Joey Wang / ...'],277714人评价,8.5
0,故事的反转与反转，分裂电影的始祖。,惊魂记,['\n                            导演: Alfred Hitchcock\xa0\xa0\xa0主演: Janet Leigh / Anthony Perkins / Vera Miles'],107646人评价,8.9
0,天使与魔鬼的冲撞。,撞车,['\n                            导演: 保罗·哈吉斯 Paul Haggis\xa0\xa0\xa0主演: 桑德拉·布洛克 Sandra Bullock / ...'],205714人评价,8.6
0,少见的超越首部的续集，动作片中的经典。,终结者2：审判日,['\n                            导演: 詹姆斯·卡梅隆 James Cameron\xa0\xa0\xa0主演: 阿诺·施瓦辛格 Arnold Schwarz...'],180072人评价,8.6
0,爱我就给我看你的播放列表。,再次出发之纽约遇见你,['\n                            导演: 约翰·卡尼 John Carney\xa0\xa0\xa0主演: 凯拉·奈特莉 Keira Knightley / 马克...'],221717人评价,8.5
0,中国版《两杆大烟枪》。,疯狂的石头,['\n                            导演: 宁浩 Hao Ning\xa0\xa0\xa0主演: 郭涛 Tao Guo / 刘桦 Hua Liu / 连晋 Teddy Lin'],407717人评价,8.4
0,宝莱坞的萝莉与大叔。,小萝莉的猴神大叔,['\n                            导演: 卡比尔·汗 Kabir Khan\xa0\xa0\xa0主演: 萨尔曼·汗 Salman Khan / 哈莎莉·马...'],234266人评价,8.5
0,邓肯·琼斯继《月球》之后再度奉献出一部精彩绝伦的科幻佳作。,源代码,['\n                            导演: 邓肯·琼斯 Duncan Jones\xa0\xa0\xa0主演: 杰克·吉伦哈尔 Jake Gyllenhaal / ...'],486354人评价,8.4
0,日本的家庭电影已经是世界巅峰了，步履不停是巅峰中的佳作。,步履不停,['\n                            导演: 是枝裕和 Hirokazu Koreeda\xa0\xa0\xa0主演: 阿部宽 Hiroshi Abe / 夏川结衣 Yu...'],119566人评价,8.8
0,嬉笑怒骂，调风动月。,新龙门客栈,['\n                            导演: 李惠民 Raymond Lee\xa0\xa0\xa0主演: 张曼玉 Maggie Cheung / 林青霞 Brigitte ...'],233511人评价,8.5
0,一场没有春天的噩梦。,梦之安魂曲,['\n                            导演: 达伦·阿伦诺夫斯基 Darren Aronofsky\xa0\xa0\xa0主演: 艾伦·伯斯汀 Ellen Bur...'],134521人评价,8.7
0,黑小鸭速效美白记。,初恋这件小事,['\n                            导演: 普特鹏·普罗萨卡·那·萨克那卡林 Puttipong Promsaka Na Sakolnakorn / 华森·波克彭...'],573445人评价,8.3
0,东京那么大，如果有一天走失了，恐怕一辈子不能再相见。,东京物语,['\n                            导演: 小津安二郎 Yasujir? Ozu\xa0\xa0\xa0主演: 笠智众 Chish? Ry? / 原节...'],65229人评价,9.2
0,所谓爱情，就是话唠一路，都不会心生腻烦，彼此嫌弃。,爱在午夜降临前,['\n                            导演: 理查德·林克莱特 Richard Linklater\xa0\xa0\xa0主演: 伊桑·霍克 Ethan Hawke ...'],148888人评价,8.8
0,永远的小人物，伟大的卓别林。,城市之光,['\n                            导演: Charles Chaplin\xa0\xa0\xa0主演: 查理·卓别林 Charles Chaplin / 弗吉尼亚·...'],58387人评价,9.3
0,昆汀同学越来越变态了，比北野武还杜琪峰。,无耻混蛋,['\n                            导演: Quentin Tarantino\xa0\xa0\xa0主演: 布拉德·皮特 Brad Pitt / 梅拉尼·罗兰 M...'],269287人评价,8.5
0,天使暂时离开。,绿里奇迹,['\n                            导演: Frank Darabont\xa0\xa0\xa0主演: 汤姆·汉克斯 Tom Hanks / 大卫·摩斯 David M...'],131886人评价,8.7
0,传奇的年代，醉人的童话。,天书奇谭,['\n                            导演: 王树忱 Shuchen Wang / 钱运达 Yunda Qian\xa0\xa0\xa0主演: 丁建华 Jianhua Din...'],69719人评价,9.1
0,科幻真正的魅力不是视觉效果能取代的。 ,这个男人来自地球,['\n                            导演: 理查德·沙因克曼 Richard Schenkman\xa0\xa0\xa0主演: 大卫·李·史密斯 David ...'],227052人评价,8.5
0,小成本大魅力。,彗星来的那一夜,['\n                            导演: 詹姆斯·沃德·布柯特 James Ward Byrkit\xa0\xa0\xa0主演: 艾米丽·芭尔多尼 Em...'],243584人评价,8.5
0,生病的E.T.皮肤的颜色就像柿子饼。,E.T. 外星人,['\n                            导演: Steven Spielberg\xa0\xa0\xa0主演: Henry Thomas / Dee Wallace / Robert MacNa...'],193830人评价,8.5
0,没有了退路，只好飞向自由。,末路狂花,['\n                            导演: 雷德利·斯科特 Ridley Scott\xa0\xa0\xa0主演: 吉娜·戴维斯 Geena Davis / 苏...'],126815人评价,8.7
0,每个美丽事物背后都是滴血的现实。,血钻,['\n                            导演: 爱德华·兹威克 Edward Zwick\xa0\xa0\xa0主演: 莱昂纳多·迪卡普里奥 Leonardo ...'],172254人评价,8.6
0,类型片的极致。 ,勇闯夺命岛,['\n                            导演: 迈克尔·贝 Michael Bay\xa0\xa0\xa0主演: 肖恩·康纳利 Sean Connery / 尼古拉...'],169324人评价,8.6
0,,海蒂和爷爷,['\n                            导演: 阿兰·葛斯彭纳 Alain Gsponer\xa0\xa0\xa0主演: 阿努克·斯特芬 Anuk Steffen /...'],76352人评价,9.1
0,当发哥的风衣、墨镜出现在了凯奇身上??,变脸,['\n                            导演: 吴宇森 John Woo\xa0\xa0\xa0主演: 约翰·特拉沃尔塔 John Travolta / 尼古拉斯...'],254118人评价,8.4
0,新闻人的理性求真。,聚焦,['\n                            导演: 托马斯·麦卡锡 Thomas McCarthy\xa0\xa0\xa0主演: 马克·鲁弗洛 Mark Ruffalo /...'],158258人评价,8.8
0,青春就是放弃和怀念。,秒速5厘米,['\n                            导演: 新海诚 Makoto Shinkai\xa0\xa0\xa0主演: 水桥研二 Kenji Mizuhashi / 近藤好美 ...'],375615人评价,8.3
0,我完全康复了。,发条橙,['\n                            导演: Stanley Kubrick\xa0\xa0\xa0主演: Malcolm McDowell / Patrick Magee / Michael...'],219994人评价,8.5
0,最棒的西部片。,黄金三镖客,['\n                            导演: Sergio Leone\xa0\xa0\xa0主演: Clint Eastwood / Eli Wallach / Lee Van Cleef'],64936人评价,9.1
0,现代科幻电影的开山之作，最伟大导演的最伟大影片。,2001太空漫游,['\n                            导演: 斯坦利·库布里克 Stanley Kubrick\xa0\xa0\xa0主演: 凯尔·杜拉 Keir Dullea / ...'],128383人评价,8.7
0,世界上有那么多女人那么多酒馆，但她偏偏走进我的这家。,卡萨布兰卡,['\n                            导演: 迈克尔·柯蒂兹 Michael Curtiz\xa0\xa0\xa0主演: 亨弗莱·鲍嘉 Humphrey Bogart...'],148700人评价,8.6
0,我不信仰上帝，但我敬畏上帝。,非常嫌疑犯,['\n                            导演: 布莱恩·辛格 Bryan Singer\xa0\xa0\xa0主演: 史蒂芬·鲍德温 Stephen Baldwin /...'],147965人评价,8.6
0,还原真实而残酷的战争。,黑鹰坠落,['\n                            导演: 雷德利·斯科特 Ridley Scott\xa0\xa0\xa0主演: 乔什·哈奈特 Josh Hartnett / ...'],151129人评价,8.6
0,皇上无话儿。,国王的演讲,['\n                            导演: 汤姆·霍珀 Tom Hooper\xa0\xa0\xa0主演: 柯林·菲尔斯 Colin Firth / 杰弗里·...'],405753人评价,8.3
0,你要相信，这世上真的有爱存在，不管在什么年纪 ,我爱你,['\n                            导演: 秋昌民 Chang-min Choo\xa0\xa0\xa0主演: 宋在河 Jae-ho Song / 李顺载 Soon-jae...'],75584人评价,9.0
0,每个人的内心都是深不可测的大海。 ,美国丽人,['\n                            导演: 萨姆·门德斯 Sam Mendes\xa0\xa0\xa0主演: 凯文·史派西 Kevin Spacey / 安妮特...'],221040人评价,8.5
0,一部能引人思考的科幻励志片。,千钧一发,['\n                            导演: 安德鲁·尼科尔 Andrew Niccol\xa0\xa0\xa0主演: 伊桑·霍克 Ethan Hawke / 乌玛...'],115653人评价,8.7
0,在那片深蓝中，感受来自大海的忧伤寂寞与美丽自由。,碧海蓝天,['\n                            导演: Luc Besson\xa0\xa0\xa0主演: 让-马克·巴尔 Jean-Marc Barr / 让·雷诺 Jean Re...'],118489人评价,8.7
0,用剩余不多的时间，去燃烧整个生命。,遗愿清单,['\n                            导演: 罗伯·莱纳 Rob Reiner\xa0\xa0\xa0主演: 杰克·尼科尔森 Jack Nicholson / 摩根...'],166202人评价,8.5
0,"In memory, love lives forever...",英国病人,['\n                            导演: 安东尼·明格拉 Anthony Minghella\xa0\xa0\xa0主演: 拉尔夫·费因斯 Ralph Fien...'],200563人评价,8.5
0,出门必备：本草纲目。,荒野生存,['\n                            导演: 西恩·潘 Sean Penn\xa0\xa0\xa0主演: 埃米尔·赫斯基 Emile Hirsch / 马西娅·...'],151626人评价,8.6
0,生命不止，摇滚不死。,海盗电台,['\n                            导演: 理查德·柯蒂斯 Richard Curtis\xa0\xa0\xa0主演: 比尔·奈伊 Bill Nighy / 肯尼...'],186592人评价,8.6
0,一个人的独角戏。,荒岛余生,['\n                            导演: 罗伯特·泽米吉斯 Robert Zemeckis\xa0\xa0\xa0主演: 汤姆·汉克斯 Tom Hanks / ...'],167867人评价,8.5
0,,疯狂的麦克斯4：狂暴之路,['\n                            导演: 乔治·米勒 George Miller\xa0\xa0\xa0主演: 汤姆·哈迪 Tom Hardy / 查理兹·塞...'],259076人评价,8.6
0,一群演技精湛的戏骨，奉献出一个精致的黑帮小品，成就杜琪峰群戏的巅峰之作。,枪火,['\n                            导演: 杜琪峰 Johnnie To\xa0\xa0\xa0主演: 吴镇宇 Francis Ng / 任达华 Simon Yam / ...'],122061人评价,8.7
0,热血沸腾，相当完美的娱乐拳击大餐。,勇士,"[""\n                            导演: 加文·欧康诺 Gavin O'Connor\xa0\xa0\xa0主演: 汤姆·哈迪 Tom Hardy / 乔尔·...""]",101776人评价,8.9
0,上承《银翼杀手》，下启《黑客帝国》。,攻壳机动队,['\n                            导演: 押井守 Mamoru Oshii\xa0\xa0\xa0主演: 田中敦子 Atsuko Tanaka / 大冢明夫 Akio...'],75265人评价,8.9
